step,env_index,observation,action,clipped_action,direct_joint_command
153,0,"[0.6386378407478333, -0.16813592612743378, -0.6115015745162964, 0.4793587327003479, 0.2763785421848297, 0.2657836675643921, -0.026309698820114136, 0.00031234134803526103, -3.046435832977295, 0.2744438648223877, 1.5668208599090576, -0.9267541766166687, 0.96084064245224, 0.9085323810577393, -0.08114340156316757, -0.3281210958957672, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.02237984910607338, -0.53468918800354, 0.25710880756378174, 0.969397246837616, -0.091664619743824, -0.2597987949848175, -0.057928718626499176, -1.1679590940475464]","[-0.02237984910607338, -0.53468918800354, 0.25710880756378174, 0.969397246837616, -0.091664619743824, -0.2597987949848175, -0.057928718626499176, -1.0]","[0.6363998651504517, -0.2216048538684845, -0.5857906937599182, 0.5762984752655029, 0.2672120928764343, 0.23980379104614258, -0.032102569937705994, 790.0]"
154,0,"[0.6190699338912964, -0.22396127879619598, -0.5989832878112793, 0.4340657591819763, 0.26980260014533997, 0.24462401866912842, -0.0320008285343647, -0.00043358831317164004, 0.3795022666454315, -1.0983645915985107, 0.5919798016548157, -0.4614636301994324, -0.2154657244682312, -1.4670199155807495, 0.005212887655943632, 0.5197814702987671, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.17059941589832306, 0.18060454726219177, -0.3597649037837982, 0.45627355575561523, -0.016645828261971474, -0.10996740311384201, 0.048774659633636475, -1.451759696006775]","[-0.17059941589832306, 0.18060454726219177, -0.3597649037837982, 0.45627355575561523, -0.016645828261971474, -0.10996740311384201, 0.048774659633636475, -1.0]","[0.6020100116729736, -0.20590081810951233, -0.6349597573280334, 0.47969311475753784, 0.26813802123069763, 0.23362727463245392, -0.027123361825942993, 790.0]"
155,0,"[0.6100947260856628, -0.1864207684993744, -0.6329894661903381, 0.4778176546096802, 0.2688823938369751, 0.23360930383205414, -0.027045773342251778, 0.00011574590462259948, -0.9158936738967896, 0.4742715060710907, -0.6656367182731628, 0.726966142654419, 0.1963687241077423, 0.019178736954927444, 0.011735578067600727, -0.0941847413778305, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.8509801626205444, 0.025614619255065918, 0.858336865901947, 0.22340425848960876, 0.29325807094573975, 0.746121346950531, -0.030658677220344543, -1.1668238639831543]","[0.8509801626205444, 0.025614619255065918, 0.858336865901947, 0.22340425848960876, 0.29325807094573975, 0.746121346950531, -0.030658677220344543, -1.0]","[0.6951927542686462, -0.18385930359363556, -0.5471557974815369, 0.5001580715179443, 0.29820820689201355, 0.3082214295864105, -0.030111640691757202, 790.0]"
156,0,"[0.6716039776802063, -0.18097907304763794, -0.6769288778305054, 0.49650102853775024, 0.30147990584373474, 0.30898335576057434, -0.029704662039875984, -0.00024510532966814935, 3.0617687702178955, -0.22074031829833984, -1.4802703857421875, -0.09496335685253143, -0.9924150705337524, 0.9959371089935303, 0.00734296627342701, 0.15063154697418213, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.07509215176105499, -0.2167753279209137, -0.3926275670528412, 0.7054467797279358, 0.0397460013628006, -0.24145135283470154, 0.01430498156696558, -1.4389811754226685]","[-0.07509215176105499, -0.2167753279209137, -0.3926275670528412, 0.7054467797279358, 0.0397460013628006, -0.24145135283470154, 0.01430498156696558, -1.0]","[0.6640947461128235, -0.2026566118001938, -0.7161916494369507, 0.5670456886291504, 0.3054544925689697, 0.2848382294178009, -0.028274163603782654, 790.0]"
157,0,"[0.6904423832893372, -0.19045206904411316, -0.700623631477356, 0.5087683796882629, 0.3027956187725067, 0.2970772683620453, -0.028446368873119354, 2.9182672733440995e-05, -0.885227620601654, -0.20136705040931702, -0.6026646494865417, 0.6634991765022278, 0.10307718813419342, -0.9562498927116394, 0.05853838846087456, -0.043789658695459366, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5637525320053101, 0.3133794665336609, 0.8066694140434265, -0.18553930521011353, 0.088060662150383, 0.6847469210624695, 0.026965055614709854, -1.1373279094696045]","[0.5637525320053101, 0.3133794665336609, 0.8066694140434265, -0.18553930521011353, 0.088060662150383, 0.6847469210624695, 0.026965055614709854, -1.0]","[0.7468176484107971, -0.15911412239074707, -0.6199566721916199, 0.49021443724632263, 0.3116016983985901, 0.3655519485473633, -0.02574986405670643, 790.0]"
158,0,"[0.7214664220809937, -0.15720556676387787, -0.7273766994476318, 0.5041095614433289, 0.3148640990257263, 0.3604820966720581, -0.025226473808288574, 0.0001823938509915024, 3.2297208309173584, 0.4793619215488434, -1.8870576620101929, -1.1234099864959717, -0.8588047623634338, 1.3278801441192627, -0.009361594915390015, -0.20914557576179504, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2601056694984436, -0.7470029592514038, -0.36857008934020996, 1.2610793113708496, -0.08615183085203171, -1.0774881839752197, -0.06854188442230225, -1.4751039743423462]","[-0.2601056694984436, -0.7470029592514038, -0.36857008934020996, 1.0, -0.08615183085203171, -1.0, -0.06854188442230225, -1.0]","[0.6954558491706848, -0.23190586268901825, -0.7642337083816528, 0.6041095852851868, 0.30624890327453613, 0.2604821026325226, -0.03208066150546074, 790.0]"
159,0,"[0.7278079390525818, -0.21442551910877228, -0.7416868209838867, 0.41813698410987854, 0.30138224363327026, 0.2744268774986267, -0.03231024742126465, -0.0003327776212245226, -0.6899031400680542, -2.1834850311279297, -1.0258041620254517, -1.738634705543518, -0.06599673628807068, -2.597285747528076, -0.011548815295100212, 0.2587721049785614, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.18864953517913818, -0.3732326924800873, 0.7612261176109314, 0.7279770374298096, 0.09423446655273438, -0.7390531301498413, -0.0043308427557349205, -1.2683922052383423]","[0.18864953517913818, -0.3732326924800873, 0.7612261176109314, 0.7279770374298096, 0.09423446655273438, -0.7390531301498413, -0.0043308427557349205, -1.0]","[0.7466728687286377, -0.25174880027770996, -0.6655641794204712, 0.49093469977378845, 0.31080567836761475, 0.2005215585231781, -0.03274333104491234, 790.0]"
160,0,"[0.7238802313804626, -0.2637265920639038, -0.7378498315811157, 0.4078577756881714, 0.3160744309425354, 0.20044535398483276, -0.032123465090990067, 2.734561167017091e-05, 1.9801424741744995, 0.7740323543548584, -0.7230210900306702, 1.1494245529174805, -0.8815149664878845, -2.0563864707946777, 0.0885748341679573, -0.04102714732289314, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.12640908360481262, 0.4107731282711029, -0.01129845343530178, 0.27140796184539795, 0.003627052530646324, 0.39849409461021423, -0.06158379092812538, -1.3768348693847656]","[0.12640908360481262, 0.4107731282711029, -0.01129845343530178, 0.27140796184539795, 0.003627052530646324, 0.39849409461021423, -0.06158379092812538, -1.0]","[0.7365211248397827, -0.22264927625656128, -0.738979697227478, 0.4349985718727112, 0.31643712520599365, 0.24029476940631866, -0.038281843066215515, 790.0]"
161,0,"[0.7478325963020325, -0.20281356573104858, -0.7304332256317139, 0.4501502215862274, 0.3146572709083557, 0.24083814024925232, -0.03830532357096672, -6.333005148917437e-05, 0.1640167087316513, -0.23860809206962585, 0.08207730948925018, -0.6284914016723633, -0.03313697502017021, 0.9634039402008057, -0.008738541975617409, 0.040174856781959534, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.44817784428596497, -0.2391471266746521, -0.16165027022361755, 0.8967090845108032, -0.2523437440395355, -0.4519602954387665, -0.008030970580875874, -1.3947758674621582]","[-0.44817784428596497, -0.2391471266746521, -0.16165027022361755, 0.8967090845108032, -0.2523437440395355, -0.4519602954387665, -0.008030970580875874, -1.0]","[0.7030147910118103, -0.22672827541828156, -0.7465982437133789, 0.5398211479187012, 0.2894228994846344, 0.1956421136856079, -0.03910842165350914, 790.0]"
162,0,"[0.7091962099075317, -0.22022074460983276, -0.7473743557929993, 0.43590646982192993, 0.2903575003147125, 0.20341049134731293, -0.0390140675008297, 5.491029151016846e-05, -1.1158238649368286, -0.2326115071773529, -0.593097984790802, 0.1943184733390808, 0.13029424846172333, -1.742658019065857, 0.03179898485541344, -0.046110689640045166, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.6950682997703552, 0.1506025493144989, 0.9921920895576477, 0.289382666349411, 0.23492537438869476, 0.500074565410614, -0.043003782629966736, -1.2186949253082275]","[0.6950682997703552, 0.1506025493144989, 0.9921920895576477, 0.289382666349411, 0.23492537438869476, 0.500074565410614, -0.043003782629966736, -1.0]","[0.7787030339241028, -0.2051604837179184, -0.648155152797699, 0.4648447334766388, 0.3138500452041626, 0.2534179389476776, -0.04331444576382637, 790.0]"
163,0,"[0.755480170249939, -0.19934873282909393, -0.7887939810752869, 0.4691528081893921, 0.3180370330810547, 0.24863779544830322, -0.0427609346807003, -0.00015870285278651863, 2.824941635131836, 0.08278512954711914, -1.4930667877197266, 0.1833377331495285, -1.0908197164535522, 0.8058471083641052, 0.004171285778284073, 0.1211029440164566, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.07864023745059967, -0.1694820523262024, -0.013142654672265053, 0.6914639472961426, 0.1109061911702156, 0.009986930526793003, -0.015236896462738514, -1.4131441116333008]","[0.07864023745059967, -0.1694820523262024, -0.013142654672265053, 0.6914639472961426, 0.1109061911702156, 0.009986930526793003, -0.015236896462738514, -1.0]","[0.7633441686630249, -0.2162969410419464, -0.7901082634925842, 0.5382992029190063, 0.32912763953208923, 0.2496364861726761, -0.044284623116254807, 790.0]"
164,0,"[0.7836878895759583, -0.20563918352127075, -0.7767711877822876, 0.4958001673221588, 0.326553076505661, 0.262662410736084, -0.04455072060227394, -0.00017541165289003402, -0.09611925482749939, -0.21295522153377533, 0.005204631015658379, 1.0201903581619263, -0.012047206982970238, -0.19839906692504883, 0.06923661381006241, 0.10115399211645126, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.10310366749763489, 0.42801031470298767, 0.21848760545253754, -0.16967397928237915, -0.17129196226596832, 0.6137538552284241, 0.06241860240697861, -1.1585536003112793]","[-0.10310366749763489, 0.42801031470298767, 0.21848760545253754, -0.16967397928237915, -0.17129196226596832, 0.6137538552284241, 0.06241860240697861, -1.0]","[0.773377537727356, -0.1628381460905075, -0.7549224495887756, 0.47883278131484985, 0.30942389369010925, 0.3240377902984619, -0.03830885887145996, 790.0]"
165,0,"[0.7667071223258972, -0.15389999747276306, -0.7591773867607117, 0.49816980957984924, 0.3103182315826416, 0.32180479168891907, -0.03815220668911934, 0.000144366713357158, 0.2838422358036041, 0.5348016619682312, 0.16099810600280762, -1.3536336421966553, -0.02117561548948288, 1.1788020133972168, -0.010779806412756443, -0.13417948782444, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.45504334568977356, -0.7280337810516357, -0.22913306951522827, 1.2063069343566895, -0.16592364013195038, -0.817395031452179, -0.11314231157302856, -1.3734376430511475]","[-0.45504334568977356, -0.7280337810516357, -0.22913306951522827, 1.0, -0.16592364013195038, -0.817395031452179, -0.11314231157302856, -1.0]","[0.7212027907371521, -0.22670337557792664, -0.7820906639099121, 0.5981698036193848, 0.2937258780002594, 0.24006527662277222, -0.049466438591480255, 790.0]"
166,0,"[0.7372757792472839, -0.2130616009235382, -0.7758294343948364, 0.4098342955112457, 0.2926648259162903, 0.24878351390361786, -0.04949676990509033, -0.00036952461232431233, -1.3130425214767456, -2.107266902923584, -0.6140929460525513, -1.7268272638320923, 0.05918262153863907, -2.5519797801971436, 0.015463041141629219, 0.39382290840148926, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.27793535590171814, -0.4381573796272278, 0.9169103503227234, 0.7387127876281738, 0.19336150586605072, -0.6170616745948792, -0.0002372926101088524, -1.229029655456543]","[0.27793535590171814, -0.4381573796272278, 0.9169103503227234, 0.7387127876281738, 0.19336150586605072, -0.6170616745948792, -0.0002372926101088524, -1.0]","[0.765069305896759, -0.2568773329257965, -0.6841384172439575, 0.4837055802345276, 0.31200098991394043, 0.1870773434638977, -0.049520500004291534, 790.0]"
167,0,"[0.7430434823036194, -0.27155452966690063, -0.7883942127227783, 0.4004440903663635, 0.31661292910575867, 0.1869487762451172, -0.04887652397155762, 6.518761801999062e-05, 1.9959431886672974, 0.73914635181427, -0.9506595730781555, 1.182269811630249, -1.0414237976074219, -1.8729559183120728, 0.0424116812646389, -0.09279900789260864, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.3820890486240387, 0.4217311441898346, 0.2897927761077881, 0.23908308148384094, 0.17576174437999725, 0.48201075196266174, -0.07159777730703354, -1.3772060871124268]","[0.3820890486240387, 0.4217311441898346, 0.2897927761077881, 0.23908308148384094, 0.17576174437999725, 0.48201075196266174, -0.07159777730703354, -1.0]","[0.781252384185791, -0.22938141226768494, -0.7594149112701416, 0.42435240745544434, 0.33418911695480347, 0.23514986038208008, -0.05603630095720291, 790.0]"
168,0,"[0.7905182838439941, -0.21190260350704193, -0.7494344711303711, 0.44218936562538147, 0.33135178685188293, 0.235505148768425, -0.05612841621041298, -0.00017000817751977593, 0.9923879504203796, -0.15555556118488312, 0.7435518503189087, -0.6040360927581787, -0.17851218581199646, 1.0345853567123413, -0.01794653758406639, 0.1401364803314209, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.9955500960350037, -0.22117403149604797, -0.7322215437889099, 0.9896457195281982, -0.4507853388786316, -0.6410470008850098, -0.01878037489950657, -1.4314513206481934]","[-0.9955500960350037, -0.22117403149604797, -0.7322215437889099, 0.9896457195281982, -0.4507853388786316, -0.6410470008850098, -0.01878037489950657, -1.0]","[0.6909632682800293, -0.23402000963687897, -0.8226566314697266, 0.5411539077758789, 0.2862732410430908, 0.17140045762062073, -0.05800645425915718, 790.0]"
169,0,"[0.7181419134140015, -0.22795668244361877, -0.6994209885597229, 0.42128464579582214, 0.2811797857284546, 0.18531563878059387, -0.05861043930053711, 0.00021088738867547363, -2.901217222213745, -0.1597481667995453, 1.0234373807907104, 0.09579352289438248, 1.12818443775177, -1.5633609294891357, -0.017358263954520226, -0.2667749226093292, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.24092745780944824, 0.19654127955436707, 0.6564189195632935, 0.3554080128669739, -0.08439572900533676, 0.4586619734764099, -0.0405907928943634, -1.185531735420227]","[0.24092745780944824, 0.19654127955436707, 0.6564189195632935, 0.3554080128669739, -0.08439572900533676, 0.4586619734764099, -0.0405907928943634, -1.0]","[0.7422346472740173, -0.2083025574684143, -0.6337791085243225, 0.4568254351615906, 0.2727402150630951, 0.23118183016777039, -0.06266951560974121, 790.0]"
170,0,"[0.7173378467559814, -0.1993170976638794, -0.7089510560035706, 0.4618002474308014, 0.2782510221004486, 0.2275962084531784, -0.06211449205875397, -0.00027735307230614126, 2.793578624725342, 0.01967828907072544, -1.5388962030410767, 0.31428271532058716, -0.9442166090011597, 0.5161045789718628, 0.08416593819856644, 0.37676188349723816, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.14467990398406982, -0.08369465917348862, -0.34976905584335327, 0.5912624597549438, -0.00010701455175876617, 0.10904193669557571, -0.010153193958103657, -1.39866304397583]","[-0.14467990398406982, -0.08369465917348862, -0.34976905584335327, 0.5912624597549438, -0.00010701455175876617, 0.10904193669557571, -0.010153193958103657, -1.0]","[0.7028698325157166, -0.20768655836582184, -0.7439279556274414, 0.5209264755249023, 0.2782403230667114, 0.23850040137767792, -0.06312981247901917, 790.0]"
171,0,"[0.7220808267593384, -0.19120603799819946, -0.7339575886726379, 0.49943700432777405, 0.27664345502853394, 0.2476172149181366, -0.06329300254583359, -2.376574593654368e-05, -0.8545239567756653, -0.27138811349868774, -0.6113627552986145, 0.9051473736763, 0.16263839602470398, -0.09283421188592911, 0.010198811069130898, -0.004823195282369852, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5140990018844604, 0.31862008571624756, 0.8007456660270691, -0.22988885641098022, 0.14413312077522278, 0.8464677929878235, 0.024102486670017242, -1.1243151426315308]","[0.5140990018844604, 0.31862008571624756, 0.8007456660270691, -0.22988885641098022, 0.14413312077522278, 0.8464677929878235, 0.024102486670017242, -1.0]","[0.7734907269477844, -0.15934403240680695, -0.6538830399513245, 0.476448118686676, 0.291056752204895, 0.3322640061378479, -0.06088275462388992, 790.0]"
172,0,"[0.747448742389679, -0.15792472660541534, -0.7520155310630798, 0.49743157625198364, 0.2947140336036682, 0.3248257040977478, -0.060323163866996765, 9.20918901101686e-05, 3.2091588973999023, 0.4349782168865204, -1.7974227666854858, -1.2688184976577759, -0.8905798196792603, 1.3413313627243042, 0.014640949666500092, -0.1047963798046112, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.3088006377220154, -0.7731297016143799, -0.36618852615356445, 1.2460808753967285, -0.06413505971431732, -0.9989928603172302, -0.0791560560464859, -1.4844579696655273]","[-0.3088006377220154, -0.7731297016143799, -0.36618852615356445, 1.0, -0.06413505971431732, -0.9989928603172302, -0.0791560560464859, -1.0]","[0.7165687084197998, -0.23523768782615662, -0.7886343598365784, 0.5974316000938416, 0.2883005142211914, 0.2249264121055603, -0.0682387724518776, 790.0]"
173,0,"[0.7503895163536072, -0.21896027028560638, -0.761276125907898, 0.4043078124523163, 0.2822278141975403, 0.23942720890045166, -0.0685126930475235, -0.000255297840340063, -1.594995141029358, -2.186210870742798, -0.15707412362098694, -1.8766776323318481, 0.04007239639759064, -2.4281013011932373, -0.07601106911897659, 0.10406242311000824, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.08467881381511688, -0.3773581087589264, 0.770861804485321, 0.7738953828811646, 0.09441733360290527, -0.6847192645072937, -0.011813237331807613, -1.2049353122711182]","[0.08467881381511688, -0.3773581087589264, 0.770861804485321, 0.7738953828811646, 0.09441733360290527, -0.6847192645072937, -0.011813237331807613, -1.0]","[0.7588573694229126, -0.25669607520103455, -0.6841899156570435, 0.48169735074043274, 0.2916695475578308, 0.17095527052879333, -0.06969401985406876, 790.0]"
174,0,"[0.7357136011123657, -0.26909512281417847, -0.7471503019332886, 0.38836002349853516, 0.2972424626350403, 0.17142730951309204, -0.06907091289758682, 5.7381144870305434e-05, 1.895122766494751, 0.8072220087051392, -0.6022249460220337, 1.0178788900375366, -0.8672283291816711, -2.1009533405303955, 0.09761867672204971, -0.08577226847410202, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.06741800904273987, 0.3475777208805084, -0.039064906537532806, 0.4255298376083374, 0.032473184168338776, 0.3198763132095337, -0.06761166453361511, -1.4070837497711182]","[0.06741800904273987, 0.3475777208805084, -0.039064906537532806, 0.4255298376083374, 0.032473184168338776, 0.3198763132095337, -0.06761166453361511, -1.0]","[0.7424554228782654, -0.23433734476566315, -0.7510567903518677, 0.4309130012989044, 0.30048978328704834, 0.2034149467945099, -0.0758320763707161, 790.0]"
175,0,"[0.7547666430473328, -0.2133224904537201, -0.7423917651176453, 0.4424208104610443, 0.29875317215919495, 0.2043938934803009, -0.07587790489196777, -0.000167346719535999, -0.008519637398421764, -0.40613314509391785, -0.01792038045823574, -0.17200174927711487, -0.02326958067715168, 0.7877742648124695, -0.004796125926077366, 0.1637781262397766, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2688051164150238, 0.024980850517749786, 0.009647326543927193, 0.6385869383811951, -0.17162224650382996, -0.059384785592556, 0.033308129757642746, -1.3610684871673584]","[-0.2688051164150238, 0.024980850517749786, 0.009647326543927193, 0.6385869383811951, -0.17162224650382996, -0.059384785592556, 0.033308129757642746, -1.0]","[0.7278861403465271, -0.2108244001865387, -0.7414270043373108, 0.5062795281410217, 0.28159093856811523, 0.19845540821552277, -0.07254709303379059, 790.0]"
176,0,"[0.7285104393959045, -0.19491147994995117, -0.7449920177459717, 0.4729997515678406, 0.28349703550338745, 0.2080809324979782, -0.07261311262845993, -9.426037286175415e-05, -0.39172810316085815, 0.14004528522491455, -0.20902535319328308, 1.1282261610031128, 0.1273220330476761, -0.15093444287776947, 0.019996825605630875, 0.1350492238998413, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.423064649105072, 0.19390061497688293, 0.5965961813926697, -0.07418300956487656, 0.18342356383800507, 0.8452766537666321, 0.00954617653042078, -1.1653245687484741]","[0.423064649105072, 0.19390061497688293, 0.5965961813926697, -0.07418300956487656, 0.18342356383800507, 0.8452766537666321, 0.00954617653042078, -1.0]","[0.7708169221878052, -0.17552141845226288, -0.6853324174880981, 0.4655814468860626, 0.3018393814563751, 0.2926085889339447, -0.07165849208831787, 790.0]"
177,0,"[0.74281245470047, -0.1752428114414215, -0.7076152563095093, 0.47713398933410645, 0.3055054545402527, 0.29136472940444946, -0.0715692862868309, -0.00019944310770370066, 0.6786319017410278, 0.22671985626220703, 1.7045516967773438, -1.029087781906128, -0.06327776610851288, 1.3259414434432983, 0.010971637442708015, 0.3146084249019623, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-1.0020028352737427, -0.514345645904541, -0.9185611605644226, 1.1603338718414307, -0.28995266556739807, -0.8485987782478333, 0.001824461854994297, -1.3887991905212402]","[-1.0, -0.514345645904541, -0.9185611605644226, 1.0, -0.28995266556739807, -0.8485987782478333, 0.001824461854994297, -1.0]","[0.6428124308586121, -0.22667737305164337, -0.799471378326416, 0.5771340131759644, 0.27651017904281616, 0.20650485157966614, -0.07138683646917343, 790.0]"
178,0,"[0.669145941734314, -0.22193489968776703, -0.6059991717338562, 0.41160115599632263, 0.27144283056259155, 0.22069554030895233, -0.07210692018270493, -3.600282298066304e-06, -3.138185501098633, -1.094584345817566, 2.3470685482025146, -1.003830909729004, 1.1723129749298096, -2.218919277191162, -0.0010708519257605076, -0.014942098408937454, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.3279975950717926, -0.10795421898365021, -0.03213764727115631, 0.7370315790176392, -0.23340459167957306, -0.22435465455055237, 0.02115757018327713, -1.2139571905136108]","[-0.3279975950717926, -0.10795421898365021, -0.03213764727115631, 0.7370315790176392, -0.23340459167957306, -0.22435465455055237, 0.02115757018327713, -1.0]","[0.636346161365509, -0.23273032903671265, -0.6092129349708557, 0.4853043258190155, 0.2481023669242859, 0.19826006889343262, -0.06999116390943527, 790.0]"
179,0,"[0.6229156255722046, -0.22551009058952332, -0.6237971782684326, 0.4417300522327423, 0.252956360578537, 0.20439961552619934, -0.06986353546380997, -1.8599004761199467e-05, -0.513623833656311, 0.47286954522132874, -0.23225891590118408, 1.5299674272537231, 0.07948336750268936, -0.21605762839317322, 0.07456101477146149, 0.1014455258846283, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5512025952339172, 0.38734540343284607, 0.48611992597579956, -0.13265520334243774, 0.19956234097480774, 0.7558355331420898, -0.0007376065477728844, -1.224698543548584]","[0.5512025952339172, 0.38734540343284607, 0.48611992597579956, -0.13265520334243774, 0.19956234097480774, 0.7558355331420898, -0.0007376065477728844, -1.0]","[0.6780358552932739, -0.1867755502462387, -0.5751851797103882, 0.42846453189849854, 0.2729125916957855, 0.27998316287994385, -0.06993729621171951, 790.0]"
180,0,"[0.6489721536636353, -0.17968867719173431, -0.5998197197914124, 0.45720601081848145, 0.27751490473747253, 0.2730749249458313, -0.06974079459905624, -0.00024769079755060375, 1.1091951131820679, 0.15543247759342194, 1.3708164691925049, -1.4278761148452759, -0.06289607286453247, 1.1031800508499146, 0.03799113631248474, 0.5298314690589905, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.8672313690185547, -0.5513979196548462, -1.0522395372390747, 1.254649043083191, -0.22088555991649628, -0.9586053490638733, -0.00996358972042799, -1.4850924015045166]","[-0.8672313690185547, -0.5513979196548462, -1.0, 1.0, -0.22088555991649628, -0.9586053490638733, -0.00996358972042799, -1.0]","[0.5622490048408508, -0.23482847213745117, -0.6998197436332703, 0.5572060346603394, 0.2554263472557068, 0.1772143840789795, -0.07073715329170227, 790.0]"
181,0,"[0.5885519981384277, -0.22849783301353455, -0.5097522735595703, 0.3722076416015625, 0.24962402880191803, 0.19132298231124878, -0.07153420150279999, 3.875352194881998e-05, -3.1110973358154297, -1.2540757656097412, 2.309354782104492, -1.4332749843597412, 1.2750385999679565, -2.4174394607543945, -0.02177407592535019, -0.05662020668387413, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.32617416977882385, -0.35753118991851807, -0.16616180539131165, 1.0195493698120117, -0.1669560819864273, -0.5245715379714966, 0.004454926587641239, -1.2707170248031616]","[-0.32617416977882385, -0.35753118991851807, -0.16616180539131165, 1.0, -0.1669560819864273, -0.5245715379714966, 0.004454926587641239, -1.0]","[0.5559346079826355, -0.2642509639263153, -0.5263684391975403, 0.472207635641098, 0.23292842507362366, 0.13886582851409912, -0.07108870893716812, 790.0]"
